District,S.No.,Parameters,Type,April - Total [(A+B) or (C+D)],April - Public [A],April - Private [B],April - Urban [C],April - Rural [D],May - Total [(A+B) or (C+D)],May - Public [A],May - Private [B],May - Urban [C],May - Rural [D],June - Total [(A+B) or (C+D)],June - Public [A],June - Private [B],June - Urban [C],June - Rural [D],July - Total [(A+B) or (C+D)],July - Public [A],July - Private [B],July - Urban [C],July - Rural [D],August - Total [(A+B) or (C+D)],August - Public [A],August - Private [B],August - Urban [C],August - Rural [D],September - Total [(A+B) or (C+D)],September - Public [A],September - Private [B],September - Urban [C],September - Rural [D],October - Total [(A+B) or (C+D)],October - Public [A],October - Private [B],October - Urban [C],October - Rural [D],November - Total [(A+B) or (C+D)],November - Public [A],November - Private [B],November - Urban [C],November - Rural [D],December - Total [(A+B) or (C+D)],December - Public [A],December - Private [B],December - Urban [C],December - Rural [D],January - Total [(A+B) or (C+D)],January - Public [A],January - Private [B],January - Urban [C],January - Rural [D],February - Total [(A+B) or (C+D)],February - Public [A],February - Private [B],February - Urban [C],February - Rural [D],March - Total [(A+B) or (C+D)],March - Public [A],March - Private [B],March - Urban [C],March - Rural [D],Total - Total [(A+B) or (C+D)],Total - Public [A],Total - Private [B],Total - Urban [C],Total - Rural [D]
Baksa,'19.14',Zinc 20 mg tablet,1. Balance From Previous Month,711616,NA,NA,NA,NA,696216,NA,NA,NA,NA,323316,NA,NA,NA,NA,315716,NA,NA,NA,NA,183176,NA,NA,NA,NA,273116,NA,NA,NA,NA,233916,NA,NA,NA,NA,229716,NA,NA,NA,NA,166216,NA,NA,NA,NA,NA,NA,NA,NA,NA,151416,NA,NA,NA,NA,87416,NA,NA,NA,NA,3371836,NA,NA,NA,NA
Baksa,19.14',Zinc 20 mg tablet,2. Stocks Received,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,19.14',Zinc 20 mg tablet,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,19.14',Zinc 20 mg tablet,4. Stock Distributed,15400,NA,NA,NA,NA,372900,NA,NA,NA,NA,7600,NA,NA,NA,NA,32000,NA,NA,NA,NA,10600,NA,NA,NA,NA,39200,NA,NA,NA,NA,4200,NA,NA,NA,NA,63500,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,64000,NA,NA,NA,NA,16300,NA,NA,NA,NA,635700,NA,NA,NA,NA
Baksa,19.14',Zinc 20 mg tablet,5. Total Stock,696216,NA,NA,NA,NA,323316,NA,NA,NA,NA,315716,NA,NA,NA,NA,283716,NA,NA,NA,NA,273116,NA,NA,NA,NA,233916,NA,NA,NA,NA,229716,NA,NA,NA,NA,166216,NA,NA,NA,NA,156216,NA,NA,NA,NA,NA,NA,NA,NA,NA,87416,NA,NA,NA,NA,71116,NA,NA,NA,NA,2836676,NA,NA,NA,NA
Baksa,'19.15',Albendazole 400 mg tablet,1. Balance From Previous Month,5200,NA,NA,NA,NA,3100,NA,NA,NA,NA,1600,NA,NA,NA,NA,700,NA,NA,NA,NA,400,NA,NA,NA,NA,300,NA,NA,NA,NA,300,NA,NA,NA,NA,300,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,300,NA,NA,NA,NA,12800,NA,NA,NA,NA
Baksa,19.15',Albendazole 400 mg tablet,2. Stocks Received,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,19.15',Albendazole 400 mg tablet,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,19.15',Albendazole 400 mg tablet,4. Stock Distributed,2100,NA,NA,NA,NA,1500,NA,NA,NA,NA,900,NA,NA,NA,NA,300,NA,NA,NA,NA,100,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,4900,NA,NA,NA,NA
Baksa,19.15',Albendazole 400 mg tablet,5. Total Stock,3100,NA,NA,NA,NA,1600,NA,NA,NA,NA,700,NA,NA,NA,NA,400,NA,NA,NA,NA,300,NA,NA,NA,NA,300,NA,NA,NA,NA,300,NA,NA,NA,NA,300,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,300,NA,NA,NA,NA,7900,NA,NA,NA,NA
Baksa,'19.16',Calcium Tablets,1. Balance From Previous Month,266,NA,NA,NA,NA,266,NA,NA,NA,NA,306800,NA,NA,NA,NA,281800,NA,NA,NA,NA,210800,NA,NA,NA,NA,124800,NA,NA,NA,NA,83800,NA,NA,NA,NA,72800,NA,NA,NA,NA,31800,NA,NA,NA,NA,NA,NA,NA,NA,NA,13800,NA,NA,NA,NA,5300,NA,NA,NA,NA,1132232,NA,NA,NA,NA
Baksa,19.16',Calcium Tablets,2. Stocks Received,0,NA,NA,NA,NA,400000,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,400000,NA,NA,NA,NA
Baksa,19.16',Calcium Tablets,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,19.16',Calcium Tablets,4. Stock Distributed,0,NA,NA,NA,NA,96466,NA,NA,NA,NA,2500,NA,NA,NA,NA,71000,NA,NA,NA,NA,86000,NA,NA,NA,NA,41000,NA,NA,NA,NA,11000,NA,NA,NA,NA,41000,NA,NA,NA,NA,16500,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500,NA,NA,NA,NA,1000,NA,NA,NA,NA,374966,NA,NA,NA,NA
Baksa,19.16',Calcium Tablets,5. Total Stock,266,NA,NA,NA,NA,306800,NA,NA,NA,NA,281800,NA,NA,NA,NA,210800,NA,NA,NA,NA,124800,NA,NA,NA,NA,83800,NA,NA,NA,NA,72800,NA,NA,NA,NA,31800,NA,NA,NA,NA,15300,NA,NA,NA,NA,NA,NA,NA,NA,NA,5300,NA,NA,NA,NA,4300,NA,NA,NA,NA,1137766,NA,NA,NA,NA
Baksa,'20.1',Syringes - 0.1 ml (AD),1. Balance From Previous Month,11800,NA,NA,NA,NA,6000,NA,NA,NA,NA,5500,NA,NA,NA,NA,4300,NA,NA,NA,NA,13000,NA,NA,NA,NA,6800,NA,NA,NA,NA,24500,NA,NA,NA,NA,18300,NA,NA,NA,NA,14700,NA,NA,NA,NA,NA,NA,NA,NA,NA,20300,NA,NA,NA,NA,14500,NA,NA,NA,NA,139700,NA,NA,NA,NA
Baksa,20.1',Syringes - 0.1 ml (AD),2. Stocks Received,12600,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,12600,NA,NA,NA,NA,0,NA,NA,NA,NA,21000,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,12600,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,12800,NA,NA,NA,NA,71600,NA,NA,NA,NA
Baksa,20.1',Syringes - 0.1 ml (AD),3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,20.1',Syringes - 0.1 ml (AD),4. Stock Distributed,18400,NA,NA,NA,NA,500,NA,NA,NA,NA,1200,NA,NA,NA,NA,3900,NA,NA,NA,NA,6200,NA,NA,NA,NA,3300,NA,NA,NA,NA,6200,NA,NA,NA,NA,3600,NA,NA,NA,NA,5800,NA,NA,NA,NA,NA,NA,NA,NA,NA,5800,NA,NA,NA,NA,1600,NA,NA,NA,NA,56500,NA,NA,NA,NA
Baksa,20.1',Syringes - 0.1 ml (AD),5. Total Stock,6000,NA,NA,NA,NA,5500,NA,NA,NA,NA,4300,NA,NA,NA,NA,13000,NA,NA,NA,NA,6800,NA,NA,NA,NA,24500,NA,NA,NA,NA,18300,NA,NA,NA,NA,14700,NA,NA,NA,NA,21500,NA,NA,NA,NA,0,NA,NA,NA,NA,14500,NA,NA,NA,NA,25700,NA,NA,NA,NA,154800,NA,NA,NA,NA
Baksa,'20.2',Syringes - 0.5 ml (AD),1. Balance From Previous Month,36000,NA,NA,NA,NA,74000,NA,NA,NA,NA,66000,NA,NA,NA,NA,52000,NA,NA,NA,NA,66900,NA,NA,NA,NA,28900,NA,NA,NA,NA,27900,NA,NA,NA,NA,24900,NA,NA,NA,NA,20900,NA,NA,NA,NA,NA,NA,NA,NA,NA,15200,NA,NA,NA,NA,10700,NA,NA,NA,NA,423400,NA,NA,NA,NA
Baksa,20.2',Syringes - 0.5 ml (AD),2. Stocks Received,40000,NA,NA,NA,NA,30000,NA,NA,NA,NA,0,NA,NA,NA,NA,20000,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,30000,NA,NA,NA,NA,12000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,30000,NA,NA,NA,NA,162000,NA,NA,NA,NA
Baksa,20.2',Syringes - 0.5 ml (AD),3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,20.2',Syringes - 0.5 ml (AD),4. Stock Distributed,2000,NA,NA,NA,NA,38000,NA,NA,NA,NA,14000,NA,NA,NA,NA,5100,NA,NA,NA,NA,38000,NA,NA,NA,NA,1000,NA,NA,NA,NA,33000,NA,NA,NA,NA,16000,NA,NA,NA,NA,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,NA,NA,NA,NA,6000,NA,NA,NA,NA,159800,NA,NA,NA,NA
Baksa,20.2',Syringes - 0.5 ml (AD),5. Total Stock,74000,NA,NA,NA,NA,66000,NA,NA,NA,NA,52000,NA,NA,NA,NA,66900,NA,NA,NA,NA,28900,NA,NA,NA,NA,27900,NA,NA,NA,NA,24900,NA,NA,NA,NA,20900,NA,NA,NA,NA,18700,NA,NA,NA,NA,0,NA,NA,NA,NA,10700,NA,NA,NA,NA,34700,NA,NA,NA,NA,425600,NA,NA,NA,NA
Baksa,'20.3',Syringes - 5.0 ml (Disposable),1. Balance From Previous Month,91300,NA,NA,NA,NA,76700,NA,NA,NA,NA,60450,NA,NA,NA,NA,37750,NA,NA,NA,NA,20750,NA,NA,NA,NA,23550,NA,NA,NA,NA,23050,NA,NA,NA,NA,22500,NA,NA,NA,NA,95300,NA,NA,NA,NA,NA,NA,NA,NA,NA,52900,NA,NA,NA,NA,35400,NA,NA,NA,NA,539650,NA,NA,NA,NA
Baksa,20.3',Syringes - 5.0 ml (Disposable),2. Stocks Received,7600,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,7200,NA,NA,NA,NA,20750,NA,NA,NA,NA,3600,NA,NA,NA,NA,0,NA,NA,NA,NA,94400,NA,NA,NA,NA,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,0,NA,NA,NA,NA,138950,NA,NA,NA,NA
Baksa,20.3',Syringes - 5.0 ml (Disposable),3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,20.3',Syringes - 5.0 ml (Disposable),4. Stock Distributed,22200,NA,NA,NA,NA,16250,NA,NA,NA,NA,22700,NA,NA,NA,NA,24200,NA,NA,NA,NA,13450,NA,NA,NA,NA,4100,NA,NA,NA,NA,500,NA,NA,NA,NA,21600,NA,NA,NA,NA,14300,NA,NA,NA,NA,NA,NA,NA,NA,NA,18100,NA,NA,NA,NA,8000,NA,NA,NA,NA,165400,NA,NA,NA,NA
Baksa,20.3',Syringes - 5.0 ml (Disposable),5. Total Stock,76700,NA,NA,NA,NA,60450,NA,NA,NA,NA,37750,NA,NA,NA,NA,20750,NA,NA,NA,NA,28050,NA,NA,NA,NA,23050,NA,NA,NA,NA,22550,NA,NA,NA,NA,95300,NA,NA,NA,NA,85800,NA,NA,NA,NA,0,NA,NA,NA,NA,35400,NA,NA,NA,NA,27400,NA,NA,NA,NA,513200,NA,NA,NA,NA
Baksa,'21.1',Number of newborn screened for defects at birth (as per RBSK),TOTAL,15,NA,NA,NA,NA,9,NA,NA,NA,NA,3,NA,NA,NA,NA,6,NA,NA,NA,NA,10,NA,NA,NA,NA,15,NA,NA,NA,NA,11,NA,NA,NA,NA,199,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,1,NA,NA,NA,NA,288,NA,NA,NA,NA
Baksa,'21.2',Number of children (6 month to 6 years) screened by RBSK mobile health teams at Anganwadi center,TOTAL,7512,NA,NA,NA,NA,6413,NA,NA,NA,NA,6790,NA,NA,NA,NA,9862,NA,NA,NA,NA,7925,NA,NA,NA,NA,5819,NA,NA,NA,NA,6255,NA,NA,NA,NA,11878,NA,NA,NA,NA,16802,NA,NA,NA,NA,NA,NA,NA,NA,NA,8017,NA,NA,NA,NA,3450,NA,NA,NA,NA,90723,NA,NA,NA,NA
Baksa,'21.3',Number of children (6 years to 18 years) screened by RBSK mobile health teams at Govt and Govt aided schools,TOTAL,18499,NA,NA,NA,NA,14645,NA,NA,NA,NA,13262,NA,NA,NA,NA,0,NA,NA,NA,NA,13476,NA,NA,NA,NA,15327,NA,NA,NA,NA,14677,NA,NA,NA,NA,18417,NA,NA,NA,NA,2707,NA,NA,NA,NA,NA,NA,NA,NA,NA,18878,NA,NA,NA,NA,8161,NA,NA,NA,NA,138049,NA,NA,NA,NA
Baksa,'21.4.1.a',Number of Male children identified with Disease,TOTAL,69,NA,NA,NA,NA,81,NA,NA,NA,NA,78,NA,NA,NA,NA,56,NA,NA,NA,NA,63,NA,NA,NA,NA,81,NA,NA,NA,NA,222,NA,NA,NA,NA,891,NA,NA,NA,NA,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,898,NA,NA,NA,NA,384,NA,NA,NA,NA,3182,NA,NA,NA,NA
Baksa,'21.4.1.b',Number of Female children identified with Disease,TOTAL,97,NA,NA,NA,NA,67,NA,NA,NA,NA,81,NA,NA,NA,NA,37,NA,NA,NA,NA,70,NA,NA,NA,NA,85,NA,NA,NA,NA,237,NA,NA,NA,NA,891,NA,NA,NA,NA,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098,NA,NA,NA,NA,444,NA,NA,NA,NA,3464,NA,NA,NA,NA
Baksa,'21.4.2.a',Number of Male children identified with Deficiency,TOTAL,0,NA,NA,NA,NA,10,NA,NA,NA,NA,9,NA,NA,NA,NA,12,NA,NA,NA,NA,9,NA,NA,NA,NA,11,NA,NA,NA,NA,18,NA,NA,NA,NA,30,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,22,NA,NA,NA,NA,208,NA,NA,NA,NA
Baksa,'21.4.2.b',Number of Female children identified with Deficiency,TOTAL,6,NA,NA,NA,NA,17,NA,NA,NA,NA,10,NA,NA,NA,NA,10,NA,NA,NA,NA,10,NA,NA,NA,NA,17,NA,NA,NA,NA,20,NA,NA,NA,NA,46,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,38,NA,NA,NA,NA,307,NA,NA,NA,NA
Baksa,'21.4.3.a',Number of Male children identified with Developmental delay,TOTAL,33,NA,NA,NA,NA,64,NA,NA,NA,NA,30,NA,NA,NA,NA,16,NA,NA,NA,NA,34,NA,NA,NA,NA,29,NA,NA,NA,NA,33,NA,NA,NA,NA,151,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,38,NA,NA,NA,NA,586,NA,NA,NA,NA
Baksa,'21.4.3.b',Number of Female children identified with Developmental delay,TOTAL,28,NA,NA,NA,NA,49,NA,NA,NA,NA,30,NA,NA,NA,NA,7,NA,NA,NA,NA,20,NA,NA,NA,NA,29,NA,NA,NA,NA,65,NA,NA,NA,NA,142,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,21,NA,NA,NA,NA,557,NA,NA,NA,NA
Baksa,'21.5.1',Number of Children Managed by Intervention - Medical,TOTAL,139,NA,NA,NA,NA,254,NA,NA,NA,NA,181,NA,NA,NA,NA,99,NA,NA,NA,NA,149,NA,NA,NA,NA,232,NA,NA,NA,NA,499,NA,NA,NA,NA,1982,NA,NA,NA,NA,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,2103,NA,NA,NA,NA,1118,NA,NA,NA,NA,7516,NA,NA,NA,NA
Baksa,'21.5.2',Number of Children Managed by Intervention - Surgical,TOTAL,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,5,NA,NA,NA,NA
Baksa,'21.5.3',Early intervention at DEIC ( District Early Intervention Centre),TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,'22.1.1.a',Girls (6th -12th class) provided 4 IFA tablets in schools,TOTAL,19900,NA,NA,NA,NA,20376,NA,NA,NA,NA,21541,NA,NA,NA,NA,18655,NA,NA,NA,NA,22214,NA,NA,NA,NA,22887,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21778,NA,NA,NA,NA,19641,NA,NA,NA,NA,166992,NA,NA,NA,NA
Baksa,'22.1.1.b',Boys (6th -12th class) provided 4 IFA tablets in schools,TOTAL,19264,NA,NA,NA,NA,20432,NA,NA,NA,NA,21764,NA,NA,NA,NA,18172,NA,NA,NA,NA,21841,NA,NA,NA,NA,22181,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21989,NA,NA,NA,NA,19766,NA,NA,NA,NA,165409,NA,NA,NA,NA
Baksa,'22.1.2.a',Girls (6th -12th class) provided albendazole in schools,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,'22.1.2.b',Boys (6th -12th class) provided albendazole in schools,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,'22.1.3',Number of out of school adolscent girls (10-19 years) provided 4 IFA tablets at Anganwadi Centres,TOTAL,1365,NA,NA,NA,NA,1541,NA,NA,NA,NA,342,NA,NA,NA,NA,0,NA,NA,NA,NA,1511,NA,NA,NA,NA,1552,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373,NA,NA,NA,NA,1221,NA,NA,NA,NA,8905,NA,NA,NA,NA
Baksa,'22.1.4',Number of out of school adolscent girls (10-19 years) provided albendazole at Anganwadi Centres,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,'22.2.1',Number of adolescent girls provided sanitary napkin packs,TOTAL,200,NA,NA,NA,NA,0,NA,NA,NA,NA,500,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,700,NA,NA,NA,NA
Baksa,'22.2.2',Number of sanitary napkin packs sold to adolescent girls,TOTAL,200,NA,NA,NA,NA,0,NA,NA,NA,NA,500,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,700,NA,NA,NA,NA
Baksa,'22.2.3',Number of sanitary napkin packs distributed free to ASHA,TOTAL,2500,NA,NA,NA,NA,0,NA,NA,NA,NA,500,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,3000,NA,NA,NA,NA
Baksa,'22.2.4',Number of adolescent girls attended monthly meeting,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,'23.1',Number of children covered under WIFS JUNIOR (6 - 10 years ) provided 4-5 IFA tablets in schools,TOTAL,72897,NA,NA,NA,NA,72897,NA,NA,NA,NA,39087,NA,NA,NA,NA,32952,NA,NA,NA,NA,39535,NA,NA,NA,NA,40904,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42667,NA,NA,NA,NA,39843,NA,NA,NA,NA,380782,NA,NA,NA,NA
Baksa,'23.2',Number of children (6 - 10 years) provided albendazole in schools,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,'23.3',Number of out of school children (6-10 years) given 4-5 IFA tablets at Anganwadi Centres,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,43,NA,NA,NA,NA,351,NA,NA,NA,NA,389,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,123,NA,NA,NA,NA,1113,NA,NA,NA,NA
Baksa,'23.4',Number of out of school children (6-10 years) provided albendazole at Anganwadi Centres,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,'24.1',Total Maternal Deaths Reviewed (MDR) by CMO,TOTAL,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,6,NA,NA,NA,NA
Baksa,'24.2',Total Maternal Deaths Reviewed (MDR) by DM,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baksa,'24.3',Number of maternal deaths reported through Community based Maternal Death Review (CBMDR),TOTAL,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,6,NA,NA,NA,NA
